EvaluationID,SlopeCollected,SlopeStartTransect,SlopeEndTransect,SlopeReachLength,TotalElevationChangePass1,TotalElevationChangePass2,TotalElevationChangePass3,SlopeMethod,SlopeFlag,PoolsCollected,PoolReachLength,RecordID
SB-SS-26383_2022-08-06,Partially Collected,E,K,90,3.15,3.06,,Transit,Within 10 percent,Fully Collected,150,SB-SS-26383_2022-08-06
MP-LS-2008_2022-08-03,Fully Collected,A,K,165,3.66,3.67,,Transit,Within 10 percent,Fully Collected,165,MP-LS-2008_2022-08-03
MP-SS-2083_2022-08-06,Fully Collected,A,K,150,13.55,13.64,,Transit,Within 10 percent,Fully Collected,150,MP-SS-2083_2022-08-06
XN-SS-4173_2022-08-07,Fully Collected,A,K,150,8.33,8.3,,Transit,Within 10 percent,Collected No Pools Present,150,XN-SS-4173_2022-08-07
XN-SS-4135_2022-08-09,Fully Collected,A,K,150,6.05,6.08,,Transit,Within 10 percent,Fully Collected,150,XN-SS-4135_2022-08-09
MS-SS-3127_2022-08-03,Fully Collected,A,K,150,5.66,5.73,,Transit,Within 10 percent,Fully Collected,150,MS-SS-3127_2022-08-03
MS-LS-3012_2022-08-04,Fully Collected,A,K,220,6.14,6.14,,Transit,Within 10 percent,Fully Collected,220,MS-LS-3012_2022-08-04
XE-SS-5164_2022-08-06,Fully Collected,A,K,150,12.85,12.92,,Transit,Within 10 percent,Collected No Pools Present,150,XE-SS-5164_2022-08-06
KSR-SS-1052_2022-08-03,Fully Collected,A,K,150,1.3,1.29,,Transit,Within 10 percent,Fully Collected,150,KSR-SS-1052_2022-08-03
KSR-SS-1019_2022-08-04,Fully Collected,A,K,150,12.41,11.4,,Transit,Within 10 percent,Fully Collected,150,KSR-SS-1019_2022-08-04
KSR-SS-1003_2022-08-06,Fully Collected,A,K,150,6.17,6.21,,Transit,Within 10 percent,Fully Collected,150,KSR-SS-1003_2022-08-06
KSR-SS-1030_2022-08-07,Fully Collected,A,K,150,2.47,2.48,,Transit,Within 10 percent,Fully Collected,150,KSR-SS-1030_2022-08-07
KSR-RV-1026_2022-08-07,Fully Collected,A,K,236,0.61,0.6,,Transit,Within 10 percent,Fully Collected,236,KSR-RV-1026_2022-08-07
KSR-LS-1000_2022-08-08,Fully Collected,A,K,381,6.93,6.92,,Transit,Within 10 percent,Fully Collected,381,KSR-LS-1000_2022-08-08
MS-RO-3086_2022-06-15,Fully Collected,A,K,157,2.71,2.67,,Transit,Within 10 percent,Fully Collected,157,MS-RO-3086_2022-06-15
CN-SS-26266_2022-08-16,Fully Collected,A,K,150,6.21,5.81,,Transit,Within 10 percent,Fully Collected,150,CN-SS-26266_2022-08-16
SH-LS-1057_2022-08-16,Fully Collected,A,K,311,3.35,3.3,,Transit,Within 10 percent,Fully Collected,311,SH-LS-1057_2022-08-16
LL-RV-1040_2022-08-08,Fully Collected,A,K,299,3.42,3.39,,Transit,Within 10 percent,Fully Collected,299,LL-RV-1040_2022-08-08
CN-SS-39978_2022-08-17,Fully Collected,A,K,150,5.97,5.85,,Transit,Within 10 percent,Fully Collected,150,CN-SS-39978_2022-08-17
SH-RV-1032_2022-08-17,Fully Collected,A,K,278,0.96,0.96,,Transit,Within 10 percent,Fully Collected,278,SH-RV-1032_2022-08-17
US-RV-11590_2022-08-16,Fully Collected,A,K,150,2.35,2.35,,Transit,Within 10 percent,Fully Collected,150,US-RV-11590_2022-08-16
US-RV-10566_2022-08-17,Fully Collected,A,K,150,0.96,1.02,,Transit,Within 10 percent,Fully Collected,150,US-RV-10566_2022-08-17
US-LS-15046_2022-08-18,Fully Collected,A,K,150,1.32,1.35,,Transit,Within 10 percent,Fully Collected,150,US-LS-15046_2022-08-18
CN-LS-43818_2022-08-18,Fully Collected,A,K,150,3.11,3.03,,Transit,Within 10 percent,Fully Collected,150,CN-LS-43818_2022-08-18
GU-TR-2081_2022-08-17,Fully Collected,A,K,150,3.67,3.68,,Transit,Within 10 percent,Fully Collected,150,GU-TR-2081_2022-08-17
SH-RV-1036_2022-08-18,Fully Collected,A,K,231,0.16,0.15,,Transit,Within 10 percent,Collected No Pools Present,231,SH-RV-1036_2022-08-18
SL-SS-12513_2022-08-16,Fully Collected,A,K,150,0.06,0.06,,Transit,Within 10 percent,Fully Collected,150,SL-SS-12513_2022-08-16
VE-RV-10333_2022-08-17,Fully Collected,A,K,623,1.08,1.09,,Transit,Within 10 percent,Fully Collected,623,VE-RV-10333_2022-08-17
CN-SS-11146_2022-08-19,Fully Collected,A,K,150,6.14,6.51,,Transit,Within 10 percent,Collected No Pools Present,150,CN-SS-11146_2022-08-19
SB-SS-25359_2022-08-18,Fully Collected,A,K,150,31.84,33.45,,Transit,Within 10 percent,Fully Collected,150,SB-SS-25359_2022-08-18
SH-LS-1067_2022-08-19,Fully Collected,A,K,150,1.2,1.11,,Transit,Within 10 percent,Fully Collected,150,SH-LS-1067_2022-08-19
SH-LS-1062_2022-08-20,Fully Collected,A,K,150,3.43,3.41,,Transit,Within 10 percent,Fully Collected,150,SH-LS-1062_2022-08-20
GU-TR-19677_2022-08-19,Fully Collected,A,K,150,10.4,10.47,,Transit,Within 10 percent,Fully Collected,150,GU-TR-19677_2022-08-19
GU-TR-28299_2022-08-20,Fully Collected,A,K,150,5.59,5.66,,Transit,Within 10 percent,Fully Collected,150,GU-TR-28299_2022-08-20
SA-LS-37982_2022-08-19,Fully Collected,A,K,154,1.68,1.64,,Transit,Within 10 percent,Fully Collected,154,SA-LS-37982_2022-08-19
SA-LS-38090_2022-08-20,Not Collected,,,,,,,null,,Fully Collected,150,SA-LS-38090_2022-08-20
BY-SS-1128_2022-08-21,Fully Collected,A,K,150,10.35,10.3,,Transit,Within 10 percent,Collected No Pools Present,150,BY-SS-1128_2022-08-21
GU-TR-14061_2022-08-21,Fully Collected,A,K,150,13.38,13.39,,Transit,Within 10 percent,Fully Collected,150,GU-TR-14061_2022-08-21
AR-LS-1238_2022-08-18,Fully Collected,A,K,150,5.49,5.53,,Transit,Within 10 percent,Fully Collected,150,AR-LS-1238_2022-08-18
AR-SS-1237_2022-08-20,Fully Collected,A,K,150,3.5,3.5,,Transit,Within 10 percent,Fully Collected,150,AR-SS-1237_2022-08-20
SA-SS-13322_2022-08-21,Fully Collected,A,K,150,6.86,7.25,,Transit,Within 10 percent,Collected No Pools Present,150,SA-SS-13322_2022-08-21
BO-SS-1009_2022-08-20,Partially Collected,A,F,75,8.32,8.33,,Transit,Within 10 percent,Collected No Pools Present,67.5,BO-SS-1009_2022-08-20
BSG-LS-1071_2022-08-20,Fully Collected,A,K,150,3.75,3.92,,Transit,Within 10 percent,Fully Collected,150,BSG-LS-1071_2022-08-20
SA-LS-13578_2022-08-22,Fully Collected,A,K,150,3.25,3.21,,Transit,Within 10 percent,Fully Collected,150,SA-LS-13578_2022-08-22
PR-RV-11087_2022-08-18,Fully Collected,A,K,1210,2.29,2.03,2.19,Transit,Within 10 percent,Collected No Pools Present,1210,PR-RV-11087_2022-08-18
SV-TR-18029_2022-08-17,Fully Collected,A,K,150,4,3.96,,Transit,Within 10 percent,Fully Collected,150,SV-TR-18029_2022-08-17
RG-SS-10338_2022-08-18,Fully Collected,A,K,150,7.55,7.73,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,113,RG-SS-10338_2022-08-18
RG-LS-11426_2022-08-20,Fully Collected,A,K,197,2.69,2.7,,Transit,Within 10 percent,Fully Collected,197,RG-LS-11426_2022-08-20
FR-TR-006_2022-08-21,Fully Collected,A,K,150,2.15,2.06,,Transit,Within 10 percent,Fully Collected,150,FR-TR-006_2022-08-21
WR-LS-10717_2022-08-17,Fully Collected,A,K,150,1.69,1.59,,Transit,Within 10 percent,Collected No Pools Present,150,WR-LS-10717_2022-08-17
GJ-LS-10381_2022-08-20,Fully Collected,A,K,150,0.6,0.55,,Transit,Within 10 percent,No Flow Not Collected,0,GJ-LS-10381_2022-08-20
US-LS-10718_2022-08-21,Fully Collected,A,K,184,0.22,0.23,,Transit,Within 10 percent,Fully Collected,184,US-LS-10718_2022-08-21
SA-LS-14070_2022-08-22,Fully Collected,A,K,158,0.82,0.8,,Transit,Within 10 percent,Fully Collected,158,SA-LS-14070_2022-08-22
CO-TR-1354_2022-08-18,Partially Collected,A,H,485.8,3.02,2.99,,Transit,Within 10 percent,Collected No Pools Present,475,CO-TR-1354_2022-08-18
CO-TR-13573_2022-08-19,Partially Collected,A,J,709.2,3.8,3.85,,Transit,Within 10 percent,Collected No Pools Present,788,CO-TR-13573_2022-08-19
CO-TR-15052_2022-08-21,Fully Collected,A,K,681,3.91,3.88,,Transit,Within 10 percent,Collected No Pools Present,681,CO-TR-15052_2022-08-21
CO-TR-1086_2022-08-16,Fully Collected,A,K,615,4.2,4.15,,Transit,Within 10 percent,Collected No Pools Present,615,CO-TR-1086_2022-08-16
UC-TR-38482_2022-08-22,Partially Collected,C,J,217.7,4.69,4.7,,Transit,Within 10 percent,Collected No Pools Present,311,UC-TR-38482_2022-08-22
AR-LS-8032_2022-08-18,Fully Collected,A,K,171,5.1,5.1,,Transit,Within 10 percent,Fully Collected,171,AR-LS-8032_2022-08-18
AR-SS-8035_2022-08-19,Fully Collected,A,K,150,3.56,3.56,,Transit,Within 10 percent,Fully Collected,150,AR-SS-8035_2022-08-19
EL-SS-8142_2022-08-21,Fully Collected,A,K,150,2.42,2.42,,Transit,Within 10 percent,Fully Collected,150,EL-SS-8142_2022-08-21
BO-SS-1054_2022-08-22,Fully Collected,A,K,150,16,16.94,,Transit,Within 10 percent,Collected No Pools Present,150,BO-SS-1054_2022-08-22
PR-LS-11167_2022-08-17,Fully Collected,A,K,150,2.85,2.9,,Transit,Within 10 percent,Fully Collected,150,PR-LS-11167_2022-08-17
PR-SS-11183_2022-08-19,Fully Collected,A,K,150,8.96,8.91,,Transit,Within 10 percent,Fully Collected,150,PR-SS-11183_2022-08-19
LL-LS-1018_2022-08-22,Fully Collected,A,K,155,3.34,3.34,,Transit,Within 10 percent,Fully Collected,155,LL-LS-1018_2022-08-22
LK-LS-1029_2022-08-19,Fully Collected,A,K,150,0.62,0.6,,Transit,Within 10 percent,Collected No Pools Present,150,LK-LS-1029_2022-08-19
LL-LS-1031_2022-08-20,Fully Collected,A,K,150,2.13,1.99,,Transit,Within 10 percent,Fully Collected,150,LL-LS-1031_2022-08-20
AR-RV-1231_2022-08-21,Fully Collected,A,K,150,3.42,3.39,,Transit,Within 10 percent,Fully Collected,150,AR-RV-1231_2022-08-21
AR-SS-1241_2022-08-23,Fully Collected,A,K,150,6.06,6.02,,Transit,Within 10 percent,Fully Collected,150,AR-SS-1241_2022-08-23
SW-LS-19727_2022-08-20,Fully Collected,A,K,150,1.85,1.96,,Transit,Within 10 percent,Collected No Pools Present,150,SW-LS-19727_2022-08-20
SW-LS-15103_2022-08-22,Fully Collected,A,K,182,0.93,,,Transit,Only one pass,Collected No Pools Present,81.75,SW-LS-15103_2022-08-22
SW-TR-1766_2022-08-18,Partially Collected,K,F,598,1.81,1.88,,Transit,Within 10 percent,Not Collected,,SW-TR-1766_2022-08-18
SW-TR-1025_2022-08-18,Fully Collected,A,K,150,1.48,1.48,,Transit,Within 10 percent,Collected No Pools Present,150,SW-TR-1025_2022-08-18
SW-TR-31698_2022-08-21,Fully Collected,A,K,150,0.89,0.83,,Transit,Within 10 percent,Not Collected,,SW-TR-31698_2022-08-21
SW-LS-11007_2022-08-22,Fully Collected,A,K,173,3.46,3.44,,Transit,Within 10 percent,Fully Collected,173,SW-LS-11007_2022-08-22
RA-TR-28359_2022-08-16,Fully Collected,A,K,150,2.74,2.75,,Transit,Within 10 percent,Fully Collected,150,RA-TR-28359_2022-08-16
RA-TR-27454_2022-08-17,Fully Collected,A,K,150,0.97,0.94,,Transit,Within 10 percent,Fully Collected,150,RA-TR-27454_2022-08-17
RA-TR-30608_2022-08-18,Fully Collected,A,K,150,2.2,2.16,,Transit,Within 10 percent,Collected No Pools Present,150,RA-TR-30608_2022-08-18
RA-TR-39982_2022-08-18,Fully Collected,A,K,150,1.49,1.5,,Transit,Within 10 percent,Fully Collected,150,RA-TR-39982_2022-08-18
RA-TR-36277_2022-08-19,Fully Collected,A,K,150,1.18,1.16,,Transit,Within 10 percent,Fully Collected,150,RA-TR-36277_2022-08-19
RA-TR-24249_2022-08-20,Fully Collected,A,K,153,0.19,0.2,,Transit,Within 10 percent,Fully Collected,153,RA-TR-24249_2022-08-20
RA-SS-10834_2022-08-21,Fully Collected,A,K,150,3.71,3.77,,Transit,Within 10 percent,Fully Collected,150,RA-SS-10834_2022-08-21
MS-SS-3126_2022-08-22,Fully Collected,A,K,150,4.34,4.23,,Transit,Within 10 percent,Fully Collected,150,MS-SS-3126_2022-08-22
KSR-SS-1021_2022-08-16,Fully Collected,A,K,150,1.22,1.21,,Transit,Within 10 percent,Fully Collected,150,KSR-SS-1021_2022-08-16
KSR-LS-1025_2022-08-19,Partially Collected,F,K,75,0.13,0.14,,Transit,Within 10 percent,Collected No Pools Present,150,KSR-LS-1025_2022-08-19
KSR-LS-1001_2022-08-20,Fully Collected,A,K,473,3.24,3.28,,Transit,Within 10 percent,Fully Collected,473,KSR-LS-1001_2022-08-20
KSR-LS-1043_2022-08-22,Fully Collected,A,K,150,1.08,1.09,,Transit,Within 10 percent,Fully Collected,150,KSR-LS-1043_2022-08-22
KSR-SS-1055_2022-08-24,Fully Collected,A,K,150,18.47,18.5,,Transit,Within 10 percent,Fully Collected,150,KSR-SS-1055_2022-08-24
KSR-SS-1027_2022-08-17,Fully Collected,A,K,150,2.32,2.33,,Transit,Within 10 percent,Fully Collected,150,KSR-SS-1027_2022-08-17
KSR-LS-1044_2022-08-18,Fully Collected,A,K,288,0.71,0.72,,Transit,Within 10 percent,Fully Collected,288,KSR-LS-1044_2022-08-18
KSR-SS-1049_2022-08-21,Fully Collected,A,K,150,13.71,13.76,,Transit,Within 10 percent,Fully Collected,150,KSR-SS-1049_2022-08-21
KSR-SS-1017_2022-08-23,Fully Collected,A,K,177,16.98,16.97,,Transit,Within 10 percent,Fully Collected,177,KSR-SS-1017_2022-08-23
AFR-LS-1289_2022-08-06,Fully Collected,A,K,150,8.08,8.05,,Transit,Within 10 percent,Fully Collected,150,AFR-LS-1289_2022-08-06
SA-SS-14906_2022-08-31,Fully Collected,A,K,150,22.45,23.32,,Transit,Within 10 percent,Collected No Pools Present,150,SA-SS-14906_2022-08-31
WR-RV-10461_2022-08-19,Not Collected,,,,,,,null,,Fully Collected,150,WR-RV-10461_2022-08-19
SA-LS-13406_2022-09-01,Fully Collected,A,K,150,2.36,2.59,,Transit,Within 10 percent,Collected No Pools Present,150,SA-LS-13406_2022-09-01
SW-RV-21775_2022-08-10,Not Collected,,,,,,,null,,Not Collected,,SW-RV-21775_2022-08-10
OT-LS-7013_2022-09-01,Fully Collected,A,K,236,3.61,3.62,,Transit,Within 10 percent,Fully Collected,236,OT-LS-7013_2022-09-01
SA-SS-12602_2022-09-02,Fully Collected,A,K,150,8.33,8.35,,Transit,Within 10 percent,Collected No Pools Present,150,SA-SS-12602_2022-09-02
RG-LS-10402_2022-09-02,Fully Collected,A,K,196,2.18,2.19,,Transit,Within 10 percent,Fully Collected,196,RG-LS-10402_2022-09-02
RG-LS-12706_2022-09-01,Fully Collected,A,K,164,1.03,0.96,,Transit,Within 10 percent,Fully Collected,164,RG-LS-12706_2022-09-01
SA-SS-14650_2022-09-03,Fully Collected,A,K,150,15.52,15.7,,Hand Level,Within 10 percent,Fully Collected,150,SA-SS-14650_2022-09-03
MP-LS-2007_2022-09-03,Fully Collected,A,K,294,11.68,11.86,,Transit,Within 10 percent,Fully Collected,294,MP-LS-2007_2022-09-03
CO-SS-9439_2022-08-31,Fully Collected,A,K,150,26.93,26.93,,Transit,Within 10 percent,Fully Collected,150,CO-SS-9439_2022-08-31
UC-TR-44937_2022-09-02,Fully Collected,A,K,150,9.82,11.06,11.03,Transit,Within 10 percent,Fully Collected,150,UC-TR-44937_2022-09-02
UC-TR-64093_2022-09-03,Fully Collected,A,K,150,10.28,10.32,,Transit,Within 10 percent,Fully Collected,150,UC-TR-64093_2022-09-03
BF-RV-1104_2022-09-02,Fully Collected,A,K,296,4.5,4.51,,Transit,Within 10 percent,Collected No Pools Present,296,BF-RV-1104_2022-09-02
XN-LS-4012_2022-08-31,Fully Collected,A,K,383,2.93,2.97,,Transit,Within 10 percent,Fully Collected,383,XN-LS-4012_2022-08-31
JA-TR-85758_2022-08-31,Fully Collected,A,K,329,2.19,2.2,,Transit,Within 10 percent,Fully Collected,329,JA-TR-85758_2022-08-31
JA-TR-17469_2022-09-02,Fully Collected,A,K,334,1.29,1.29,,Transit,Within 10 percent,Fully Collected,334,JA-TR-17469_2022-09-02
JA-TR-71453_2022-09-03,Fully Collected,A,K,306,1.75,1.7,,Transit,Within 10 percent,Fully Collected,306,JA-TR-71453_2022-09-03
JA-TR-27313_2022-09-03,Fully Collected,A,K,197,0.65,0.63,,Transit,Within 10 percent,Fully Collected,197,JA-TR-27313_2022-09-03
GS-RV-9008_2022-08-31,Fully Collected,A,K,150,0.55,0.55,,Transit,Within 10 percent,Collected No Pools Present,150,GS-RV-9008_2022-08-31
GS-RV-9003_2022-09-01,Fully Collected,A,K,150,0.46,0.46,,Transit,Within 10 percent,Fully Collected,150,GS-RV-9003_2022-09-01
GS-LS-9010_2022-09-03,Fully Collected,A,K,150,1.44,1.52,,Hand Level,Within 10 percent,Fully Collected,150,GS-LS-9010_2022-09-03
SA-LS-14026_2022-09-04,Partially Collected,A,I,120,4.05,3.69,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,120,SA-LS-14026_2022-09-04
SV-TR-42010_2022-09-04,Fully Collected,A,K,372,2.61,2.47,,Transit,Within 10 percent,Fully Collected,372,SV-TR-42010_2022-09-04
CF-LS-16458_2022-08-30,Partially Collected,A,F,75,1.93,2.12,,Transit,Within 10 percent,Fully Collected,150,CF-LS-16458_2022-08-30
CF-LS-66698_2022-08-31,Fully Collected,A,K,150,13.51,13.4,,Transit,Within 10 percent,Fully Collected,150,CF-LS-66698_2022-08-31
CF-LS-15578_2022-09-01,Fully Collected,A,K,150,4.82,4.84,,Transit,Within 10 percent,Fully Collected,150,CF-LS-15578_2022-09-01
CN-SS-60458_2022-09-02,Fully Collected,A,K,150,19.91,19.75,,Transit,Within 10 percent,Fully Collected,150,CN-SS-60458_2022-09-02
CN-RV-60250_2022-09-03,Fully Collected,A,K,393,1.67,1.65,,Transit,Within 10 percent,Fully Collected,393,CN-RV-60250_2022-09-03
CAS-LS-1028_2022-08-31,Fully Collected,A,K,150,0.24,0.22,,Transit,Within 10 percent,Fully Collected,150,CAS-LS-1028_2022-08-31
CAS-LS-1023_2022-09-02,Fully Collected,A,K,150,0.08,0.08,,Transit,Within 10 percent,Collected No Pools Present,150,CAS-LS-1023_2022-09-02
LA-SS-48261_2022-09-04,Partially Collected,F,K,75,0.39,0.4,,Transit,Within 10 percent,Collected No Pools Present,150,LA-SS-48261_2022-09-04
UC-LS-10866_2022-09-04,Fully Collected,A,K,150,2.56,2.55,,Transit,Within 10 percent,Fully Collected,150,UC-LS-10866_2022-09-04
KR-TR-20091_2022-09-03,Fully Collected,A,K,292,5.08,4.89,,Transit,Within 10 percent,Fully Collected,292,KR-TR-20091_2022-09-03
MO-RV-1022_2022-09-05,Fully Collected,A,K,514,1.62,1.57,,Transit,Within 10 percent,Fully Collected,514,MO-RV-1022_2022-09-05
BRF-RV-1162_2022-09-01,Partially Collected,F,J,448.4,1.39,1.42,,Transit,Within 10 percent,Collected No Pools Present,1121,BRF-RV-1162_2022-09-01
SW-SS-23311_2022-09-01,Fully Collected,A,K,150,8.67,8.79,,Transit,Within 10 percent,Fully Collected,150,SW-SS-23311_2022-09-01
LK-LS-1035_2022-08-31,Fully Collected,A,K,150,2.95,2.88,,Transit,Within 10 percent,Fully Collected,150,LK-LS-1035_2022-08-31
LK-LS-1034_2022-09-02,Fully Collected,A,K,150,1.72,1.74,,Transit,Within 10 percent,Fully Collected,150,LK-LS-1034_2022-09-02
LL-LS-1057_2022-09-03,Fully Collected,A,K,150,3.74,3.91,,Transit,Within 10 percent,Fully Collected,150,LL-LS-1057_2022-09-03
LL-LS-1066_2022-09-04,Fully Collected,A,K,150,4.33,4.29,,Transit,Within 10 percent,Fully Collected,150,LL-LS-1066_2022-09-04
PC-TR-76246_2022-08-31,Fully Collected,A,K,818,0.17,0.27,0,Transit,Not within 20 percent,Fully Collected,818,PC-TR-76246_2022-08-31
PR-SS-10687_2022-09-03,Fully Collected,A,K,150,15.11,14.91,,Transit,Within 10 percent,Fully Collected,150,PR-SS-10687_2022-09-03
PC-TR-72237_2022-09-05,Fully Collected,A,K,150,6.74,6.76,,Transit,Within 10 percent,Fully Collected,150,PC-TR-72237_2022-09-05
PC-TR-30310_2022-09-05,Fully Collected,A,K,150,5.22,5.26,,Transit,Within 10 percent,Fully Collected,150,PC-TR-30310_2022-09-05
PC-TR-52394_2022-09-01,Fully Collected,A,K,587,0.51,0.5,,Transit,Within 10 percent,Fully Collected,587,PC-TR-52394_2022-09-01
PC-TR-59147_2022-09-02,Fully Collected,A,K,882,1.59,1.51,,Transit,Within 10 percent,Fully Collected,882,PC-TR-59147_2022-09-02
PR-RV-10175_2022-09-03,Fully Collected,A,K,671,2.68,2.97,2.04,Transit,Within 20 percent,Fully Collected,671,PR-RV-10175_2022-09-03
SW-LS-25871_2022-09-06,Fully Collected,A,K,308,4.52,4.13,,Transit,Within 10 percent,Not Collected,,SW-LS-25871_2022-09-06
CY-TR-38439_2022-09-03,Fully Collected,A,K,150,7.56,7.53,,Transit,Within 10 percent,Fully Collected,150,CY-TR-38439_2022-09-03
CY-TR-70257_2022-09-03,Fully Collected,A,K,150,3.35,3.36,,Transit,Within 10 percent,Fully Collected,150,CY-TR-70257_2022-09-03
CY-TR-27224_2022-09-04,Fully Collected,A,K,150,8.56,8.54,,Transit,Within 10 percent,Fully Collected,150,CY-TR-27224_2022-09-04
CY-TR-11714_2022-09-05,Fully Collected,A,K,196,4.27,4.25,,Transit,Within 10 percent,Fully Collected,196,CY-TR-11714_2022-09-05
RA-TR-80174_2022-08-30,Fully Collected,A,K,1020,1.14,1.16,,Transit,Within 10 percent,Fully Collected,1020,RA-TR-80174_2022-08-30
CAS-LS-1048_2022-09-01,Fully Collected,A,K,150,0.39,0.38,,Transit,Within 10 percent,Fully Collected,150,CAS-LS-1048_2022-09-01
CAS-RV-1043_2022-09-02,Fully Collected,A,K,150,0.11,0.13,0.12,Transit,Within 10 percent,Fully Collected,150,CAS-RV-1043_2022-09-02
XE-LS-5067_2022-09-03,Fully Collected,A,K,150,2.01,1.99,,Transit,Within 10 percent,Fully Collected,150,XE-LS-5067_2022-09-03
CAS-SS-1070_2022-09-04,Fully Collected,A,K,150,7.66,7.7,,Transit,Within 10 percent,Fully Collected,150,CAS-SS-1070_2022-09-04
CAS-LS-1054_2022-09-04,Fully Collected,A,K,150,4.16,4.1,,Transit,Within 10 percent,Fully Collected,150,CAS-LS-1054_2022-09-04
CF-LS-70022_2022-09-13,Fully Collected,A,K,150,2,1.89,,Transit,Within 10 percent,Fully Collected,150,CF-LS-70022_2022-09-13
PR-RV-13055_2022-08-20,Not Collected,,,,,,,null,,Fully Collected,980,PR-RV-13055_2022-08-20
PR-RV-10063_2022-08-21,Not Collected,,,,,,,null,,Collected No Pools Present,647,PR-RV-10063_2022-08-21
SA-SS-15050_2022-09-14,Fully Collected,A,K,150,10.17,10.09,,Transit,Within 10 percent,Collected No Pools Present,150,SA-SS-15050_2022-09-14
RG-LS-12130_2022-09-15,Fully Collected,A,K,150,7.7,7.77,,Transit,Within 10 percent,Fully Collected,150,RG-LS-12130_2022-09-15
GN-SS-10434_2022-09-15,Fully Collected,A,K,150,8.31,8.34,,Transit,Within 10 percent,Fully Collected,150,GN-SS-10434_2022-09-15
GN-LS-10242_2022-09-14,Fully Collected,A,K,201,2.69,2.7,,Transit,Within 10 percent,Fully Collected,201,GN-LS-10242_2022-09-14
SW-SS-24847_2022-09-14,Fully Collected,A,K,192,6.36,6.39,,Transit,Within 10 percent,Fully Collected,192,SW-SS-24847_2022-09-14
KN-TR-13601_2022-09-14,Fully Collected,A,K,150,0.92,0.92,,Transit,Within 10 percent,Fully Collected,150,KN-TR-13601_2022-09-14
KE-TR-45160_2022-09-15,Fully Collected,A,K,150,0.34,0.35,,Transit,Within 10 percent,Fully Collected,150,KE-TR-45160_2022-09-15
KE-TR-21427_2022-09-15,Fully Collected,A,K,150,0.6,0.6,,Transit,Within 10 percent,Fully Collected,150,KE-TR-21427_2022-09-15
LA-SS-33925_2022-09-15,Fully Collected,A,K,150,0.8,0.8,,Transit,Within 10 percent,Collected No Pools Present,150,LA-SS-33925_2022-09-15
GN-SS-11138_2022-09-16,Fully Collected,A,K,150,1.75,2.65,2.64,Transit,Within 10 percent,Fully Collected,150,GN-SS-11138_2022-09-16
MR-SS-1186_2022-09-15,Fully Collected,A,K,150,24.45,24.31,,Transit,Within 10 percent,Fully Collected,150,MR-SS-1186_2022-09-15
LA-TR-59155_2022-09-16,Fully Collected,A,K,150,1.2,1.18,,Transit,Within 10 percent,Collected No Pools Present,110,LA-TR-59155_2022-09-16
LA-TR-99714_2022-09-17,Fully Collected,A,K,150,0.81,0.85,,Transit,Within 10 percent,Fully Collected,150,LA-TR-99714_2022-09-17
LA-TR-12024_2022-09-17,Fully Collected,A,K,246,0.96,0.98,,Transit,Within 10 percent,Collected No Pools Present,246,LA-TR-12024_2022-09-17
MO-LS-1021_2022-09-17,Fully Collected,A,K,150,2.48,2.5,,Transit,Within 10 percent,Fully Collected,150,MO-LS-1021_2022-09-17
MS-LS-3023_2022-09-15,Fully Collected,A,K,371,3.89,3.85,,Transit,Within 10 percent,Fully Collected,371,MS-LS-3023_2022-09-15
MB-LS-10770_2022-09-17,Fully Collected,A,K,150,1.47,1.49,,Transit,Within 10 percent,Fully Collected,150,MB-LS-10770_2022-09-17
XE-LS-5026_2022-09-18,Fully Collected,A,K,379,1.99,2,,Transit,Within 10 percent,Fully Collected,379,XE-LS-5026_2022-09-18
TRS-SS-11202_2022-09-18,Fully Collected,A,K,150,44.08,43.95,,Transit,Within 10 percent,Fully Collected,150,TRS-SS-11202_2022-09-18
UC-TR-92824_2022-09-19,Fully Collected,A,K,150,53.56,53.54,,Transit,Within 10 percent,Fully Collected,150,UC-TR-92824_2022-09-19
KR-TR-19551_2022-09-15,Fully Collected,A,K,150,2.38,2.18,,Transit,Within 10 percent,Fully Collected,150,KR-TR-19551_2022-09-15
LS-LS-10077_2022-09-16,Fully Collected,A,K,150,2.68,2.82,,Transit,Within 10 percent,Fully Collected,150,LS-LS-10077_2022-09-16
NW-TR-1166_2022-09-17,Fully Collected,A,K,459,2.02,2.11,,Transit,Within 10 percent,Fully Collected,459,NW-TR-1166_2022-09-17
LK-LS-1045_2022-09-15,Fully Collected,A,K,150,0.3,0.27,,Transit,Within 20 percent,Collected No Pools Present,150,LK-LS-1045_2022-09-15
LL-LS-1010_2022-08-05,Fully Collected,A,K,150,2.18,2.3,,Transit,Within 10 percent,Fully Collected,150,LL-LS-1010_2022-08-05
LL-RV-1019_2022-09-17,Fully Collected,A,K,150,2.31,2.21,,Transit,Within 10 percent,Fully Collected,150,LL-RV-1019_2022-09-17
BT-RV-1009_2022-09-18,Fully Collected,A,K,159,1.54,1.48,,Transit,Within 10 percent,Fully Collected,159,BT-RV-1009_2022-09-18
PC-TR-5930_2022-09-16,Partially Collected,C,J,575.4,2.3,2.39,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,553.5,PC-TR-5930_2022-09-16
